Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code
flaneur-quartz-watch,,,,,,,,White Box,,,,,334602-white-box,0,shopify,487,deny,manual,100.00,,true,false,,,,,,,,,,,,,,,,,,,,,lb,
tactical-flashlight,Tactical Flashlight,"<h1><b> No Curfews. Ever.</b></h1>
<p><strong></strong>Our tactical flashlight is 2000 lumens of brightness. Never worry about sundown again, and enjoy your hikes for longer periods by carrying our tactical flashlight with you. It's made from die-cast stainless steel and aluminum, so it's designed to withstand nearly anything you throw at it (or throw it at). Our design was inspired by the flashlights used by law enforcement, and so we set out to built a light that was as bright as it was durable. After countless sessions using the tactical light, we're excited to offer it to our customers. </p>",allenlake,"",survival,true,Title,Default Title,,,,,'410870,0,shopify,84,deny,manual,40.00,,true,false,"",https://cdn.shopify.com/s/files/1/1544/3585/products/product-image-79410227.jpg?v=1476586797,,false,,,,,,,,,,,,,,,,,lb,
tactical-flashlight,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1544/3585/products/product-image-92007005.jpg?v=1476586797,,,,,,,,,,,,,,,,,,,,
tactical-flashlight,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1544/3585/products/product-image-92006996.jpg?v=1476586797,,,,,,,,,,,,,,,,,,,,
tactical-flashlight,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1544/3585/products/product-image-92007016.jpg?v=1476586797,,,,,,,,,,,,,,,,,,,,
tactical-flashlight,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1544/3585/products/product-image-92007002.jpg?v=1476586797,,,,,,,,,,,,,,,,,,,,
azola-quartz-watch,Azola Quartz Watch,"<h1>The Future of Horology.</h1>
We named our Azola Quartz Watch after a genus of seven species of aquatic ferns in the family Salviniaceae. We chose this name because of the small but powerful nature of this genus type. They are extremely reduced in form and specialized, looking nothing like other typical ferns but more resembling duckweed or some mosses. Similarly, our watch looks nothing like other watches, and resembles the soft lifeforms that you're more likely to encounter in a garden than on your wrist. But we don't think that there is anything wrong with that.",allenlake,"",watches,true,Color,Black,,,,,3338-black,0,shopify,469,deny,manual,50.00,,true,false,,https://cdn.shopify.com/s/files/1/1544/3585/products/product-image-103629.jpg?v=1476399168,,false,,,,,,,,,,,,,,,,,lb,
azola-quartz-watch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1544/3585/products/product-image-103630.jpg?v=1476399168,,,,,,,,,,,,,,,,,,,,
azola-quartz-watch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1544/3585/products/product-image-103632.jpg?v=1476399168,,,,,,,,,,,,,,,,,,,,
marine-field-watch,Marine Field Watch,"<h1>Mastery. </h1>
Our Marine Field Watch is designed for the experts in mind. The masters. This is the watch for those who seek precious timekeeping with minimal intrusions into their watch. It's the most reliable and accurate watch we've built, and it's also one of our favorites. The Marine Field Watch is set with a mechanical Quartz movement, designed for accuracy within 1/100th of a second. The day-date has been redesigned to encompass the same movement as the watch hands, which means that the replaceable cell battery is able to maintain its capacity for longer periods of time. Which means that you'll never have to worry that your clock will stop ticking. Because when the clock is ticking, the only thing at stake is everything.",allenlake,"",watches,true,Color,Black,,,,,194385-black,0,shopify,333,deny,manual,175.00,,true,false,,https://cdn.shopify.com/s/files/1/1544/3585/products/product-image-93102652.jpg?v=1476399208,,false,,,,,,,,,,,,,,,,,lb,
marine-field-watch,,,,,,,,Khaki,,,,,194385-khaki,0,shopify,685,deny,manual,175.00,,true,false,,,,,,,,,,,,,,,,,,,,,lb,
marine-field-watch,,,,,,,,Green,,,,,194385-green,0,shopify,444,deny,manual,175.00,,true,false,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1544/3585/products/product-image-93102652.jpg?v=1476399208,lb,
marine-field-watch,,,,,,,,Brown,,,,,194385-brown,0,shopify,714,deny,manual,175.00,,true,false,,,,,,,,,,,,,,,,,,,,,lb,
led-survival-lamp,LED Survival Lamp,"<h1>Night &amp; Day.</h1>
Night and day. That's the difference between this headlamp and its competitors. Not only is our LED brighter, but the built in NiMH battery is designed to hold nearly twice as much juice as its closest competitor. When we built our survival lamp, our first mission was to build something bright, but not heavy enough to make carrying a burden. By using recycled plastic and a crystalline bulb lamp, our light is lighter than most other comparable pieces you've held before. And our adjustable elestic headband ensures that your most precious asset, your hands, are free for use when you need them most. *Note* This item is not available for shipping outside the United States.",allenlake,"",light,true,Title,Default Title,,,,,'136236,0,shopify,287,deny,manual,35.00,,true,false,"",https://cdn.shopify.com/s/files/1/1544/3585/products/product-image-77513127.jpg?v=1476398164,,false,,,,,,,,,,,,,,,,,lb,
led-survival-lamp,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1544/3585/products/product-image-4938683.jpg?v=1476398164,,,,,,,,,,,,,,,,,,,,
led-survival-lamp,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1544/3585/products/product-image-4938685.jpg?v=1476398164,,,,,,,,,,,,,,,,,,,,
dovetail-bomber,DoveTail Bomber,"<h1><span><strong>All-Day Comfort.</strong></span></h1>
<span>﻿The DoveTail Bomber is built for nearly anything. It's a versatile jacket that is just as happy in your Delancey Roll-Top bag as it is on your torso after a grueling trek up Nashua. The DoveTail is best suited towards a versatile windbreaker, and makes a great general style pick. </span>
<p> </p>
<table>
<tbody>
<tr>
<th>size</th>
<th>Cross Shoulder(cm)</th>
<th>Chest Width(cm)</th>
<th>Body Length(cm)</th>
<th>Sleeve Length(cm)</th>
<th>Weight Range(kg)</th>
</tr>
<tr>
<td>M</td>
<td>66</td>
<td>110</td>
<td>46</td>
<td>61</td>
<td>40-50</td>
</tr>
<tr>
<td>L</td>
<td>68</td>
<td>114</td>
<td>47.5</td>
<td>62.5</td>
<td>50-60</td>
</tr>
<tr>
<td>XL</td>
<td>70</td>
<td>118</td>
<td>49</td>
<td>64</td>
<td>60-70</td>
</tr>
<tr>
<td>XXL</td>
<td>72</td>
<td>122</td>
<td>50.5</td>
<td>65.5</td>
<td>70-75</td>
</tr>
<tr>
<td>XXXL</td>
<td>74</td>
<td>126</td>
<td>52</td>
<td>67</td>
<td>75-85</td>
</tr>
<tr>
<td>4XL</td>
<td>76</td>
<td>130</td>
<td>53.5</td>
<td>68.5</td>
<td>85-95</td>
</tr>
<tr>
<td>5XL</td>
<td>78</td>
<td>134</td>
<td>55</td>
<td>70</td>
<td>95-110</td>
</tr>
</tbody>
</table>",allenlake,"",mjacket,true,Color,black,Size,M,,,1397008-black-m,0,shopify,484,deny,manual,115.00,,true,false,,https://cdn.shopify.com/s/files/1/1544/3585/products/product-image-76330098.jpg?v=1476398128,,false,,,,,,,,,,,,,,,,,lb,
dovetail-bomber,,,,,,,,black,,L,,,1397008-black-l,0,shopify,481,deny,manual,115.00,,true,false,,https://cdn.shopify.com/s/files/1/1544/3585/products/product-image-92999778.jpg?v=1476398140,,,,,,,,,,,,,,,,,,,lb,
dovetail-bomber,,,,,,,,black,,XL,,,1397008-black-xl,0,shopify,483,deny,manual,115.00,,true,false,,https://cdn.shopify.com/s/files/1/1544/3585/products/product-image-92999776.jpg?v=1476398140,,,,,,,,,,,,,,,,,,,lb,
dovetail-bomber,,,,,,,,black,,XXL,,,1397008-black-xxl,0,shopify,482,deny,manual,115.00,,true,false,,https://cdn.shopify.com/s/files/1/1544/3585/products/product-image-92999774.jpg?v=1476398141,,,,,,,,,,,,,,,,,,,lb,
dovetail-bomber,,,,,,,,black,,XXXL,,,1397008-black-xxxl,0,shopify,483,deny,manual,115.00,,true,false,,https://cdn.shopify.com/s/files/1/1544/3585/products/product-image-92999780.jpg?v=1476398141,,,,,,,,,,,,,,,,,,,lb,
dovetail-bomber,,,,,,,,black,,4XL,,,1397008-black-4xl,0,shopify,485,deny,manual,115.00,,true,false,,,,,,,,,,,,,,,,,,,,,lb,
dovetail-bomber,,,,,,,,black,,5XL,,,1397008-black-5xl,0,shopify,484,deny,manual,115.00,,true,false,,,,,,,,,,,,,,,,,,,,,lb,
dovetail-bomber,,,,,,,,blue,,M,,,1397008-blue-m,0,shopify,470,deny,manual,115.00,,true,false,,,,,,,,,,,,,,,,,,,,,lb,
dovetail-bomber,,,,,,,,blue,,L,,,1397008-blue-l,0,shopify,466,deny,manual,115.00,,true,false,,,,,,,,,,,,,,,,,,,,,lb,
dovetail-bomber,,,,,,,,blue,,XL,,,1397008-blue-xl,0,shopify,453,deny,manual,115.00,,true,false,,,,,,,,,,,,,,,,,,,,,lb,
dovetail-bomber,,,,,,,,blue,,XXL,,,1397008-blue-xxl,0,shopify,474,deny,manual,115.00,,true,false,,,,,,,,,,,,,,,,,,,,,lb,
dovetail-bomber,,,,,,,,blue,,XXXL,,,1397008-blue-xxxl,0,shopify,481,deny,manual,115.00,,true,false,,,,,,,,,,,,,,,,,,,,,lb,
dovetail-bomber,,,,,,,,blue,,4XL,,,1397008-blue-4xl,0,shopify,491,deny,manual,115.00,,true,false,,,,,,,,,,,,,,,,,,,,,lb,
dovetail-bomber,,,,,,,,blue,,5XL,,,1397008-blue-5xl,0,shopify,484,deny,manual,115.00,,true,false,,,,,,,,,,,,,,,,,,,,,lb,
northpoint-vest,NorthPoint Vest,"<p>When tasked with constructing a warmer winter vest, we had to struggle with several constraints. Obviously, the vest needed to be warm. But it also had to be light and flexible enough to stuff into a rucksack or underneath an airplane seat. And, we needed to design it to withstand the elements. Flimsy materials weren't going to cut it. If we wanted to build a perfect vest, we had to get everything right. And yet, we did it. Here's how: a cotton-polyester down-Goose lining maintains your core temperature, while a wind-stopper outer-shell takes the edge off of the windchill. The military-grade zipper is built to function for 100,000 zips, which is probably enough for at least two lifetimes. And the lightweight construction is perfect for rolling it up into a ball for storage. We're proud of what we've accomplished with the NorthPoint, and we're excited to introduce you to this brilliant feat of engineering and product design.  </p>",allenlake,"","apparel, mjacket, mvest",true,Color,Red,Size,M,,,741643-red-m,0,shopify,29,deny,manual,135.00,,true,false,,https://cdn.shopify.com/s/files/1/1544/3585/products/product-image-91280387.jpg?v=1476647419,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1544/3585/products/product-image-91280387.jpg?v=1476647419,lb,
northpoint-vest,,,,,,,,Red,,L,,,741643-red-l,0,shopify,29,deny,manual,135.00,,true,false,,https://cdn.shopify.com/s/files/1/1544/3585/products/product-image-76711262.jpg?v=1476647419,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1544/3585/products/product-image-91280387.jpg?v=1476647419,lb,
northpoint-vest,,,,,,,,Red,,XL,,,741643-red-xl,0,shopify,29,deny,manual,135.00,,true,false,,https://cdn.shopify.com/s/files/1/1544/3585/products/product-image-91280385.jpg?v=1476647419,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1544/3585/products/product-image-91280387.jpg?v=1476647419,lb,
northpoint-vest,,,,,,,,Blue,,M,,,741643-blue-m,0,shopify,29,deny,manual,135.00,,true,false,,https://cdn.shopify.com/s/files/1/1544/3585/products/product-image-91280388.jpg?v=1476647419,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1544/3585/products/product-image-91280385.jpg?v=1476647419,lb,
northpoint-vest,,,,,,,,Blue,,L,,,741643-blue-l,0,shopify,28,deny,manual,135.00,,true,false,,https://cdn.shopify.com/s/files/1/1544/3585/products/product-image-91280386.jpg?v=1476647419,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1544/3585/products/product-image-91280385.jpg?v=1476647419,lb,
northpoint-vest,,,,,,,,Blue,,XL,,,741643-blue-xl,0,shopify,28,deny,manual,135.00,,true,false,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1544/3585/products/product-image-91280385.jpg?v=1476647419,lb,
northpoint-vest,,,,,,,,Navy,,M,,,741643-dark-blue-m,0,shopify,29,deny,manual,135.00,,true,false,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1544/3585/products/product-image-91280386.jpg?v=1476647419,lb,
northpoint-vest,,,,,,,,Navy,,L,,,741643-dark-blue-l,0,shopify,29,deny,manual,135.00,,true,false,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1544/3585/products/product-image-91280386.jpg?v=1476647419,lb,
northpoint-vest,,,,,,,,Navy,,XL,,,741643-dark-blue-xl,0,shopify,26,deny,manual,135.00,,true,false,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1544/3585/products/product-image-91280386.jpg?v=1476647419,lb,
northpoint-vest,,,,,,,,Black,,M,,,741643-black-m,0,shopify,29,deny,manual,135.00,,true,false,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1544/3585/products/product-image-91280388.jpg?v=1476647419,lb,
northpoint-vest,,,,,,,,Black,,L,,,741643-black-l,0,shopify,28,deny,manual,135.00,,true,false,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1544/3585/products/product-image-91280388.jpg?v=1476647419,lb,
northpoint-vest,,,,,,,,Black,,XL,,,741643-black-xl,0,shopify,29,deny,manual,135.00,,true,false,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1544/3585/products/product-image-91280388.jpg?v=1476647419,lb,
handmade-cowhide-wallet,Handmade Cowhide Wallet,"<h1>Be Bold.<br><br>
</h1>
When we set out to craft a high quality leather wallet, our first ambition was to use the best leather we could find. Fashioned out of South Dakota cowhide, our handmade wallet is flexible, supple, and one of our most rugged creations yet. Built for you, and built to last. 
<p> </p>",allenlake,"",gear,true,Color,Flagship,,,,,127546-horizontal,0,shopify,38,deny,manual,90.00,,true,false,,https://cdn.shopify.com/s/files/1/1544/3585/products/product-image-93367886.jpg?v=1476399186,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1544/3585/products/product-image-93367886.jpg?v=1476399186,lb,
handmade-cowhide-wallet,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1544/3585/products/product-image-93367878.jpg?v=1476399186,,,,,,,,,,,,,,,,,,,,
handmade-cowhide-wallet,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1544/3585/products/product-image-93367876.jpg?v=1476399186,,,,,,,,,,,,,,,,,,,,
handmade-cowhide-wallet,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1544/3585/products/product-image-40980277.jpg?v=1476399186,,,,,,,,,,,,,,,,,,,,
handmade-cowhide-wallet,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1544/3585/products/product-image-40980272.jpg?v=1476399186,,,,,,,,,,,,,,,,,,,,
handmade-cowhide-wallet,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1544/3585/products/product-image-93367888.jpg?v=1476399186,,,,,,,,,,,,,,,,,,,,
handmade-cowhide-wallet,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1544/3585/products/product-image-40980273.jpg?v=1476399186,,,,,,,,,,,,,,,,,,,,
handmade-cowhide-wallet,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1544/3585/products/product-image-40980275.jpg?v=1476399186,,,,,,,,,,,,,,,,,,,,
handmade-cowhide-wallet,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1544/3585/products/product-image-85069094.jpg?v=1476399186,,,,,,,,,,,,,,,,,,,,
handmade-cowhide-wallet,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1544/3585/products/product-image-40980274.jpg?v=1476399186,,,,,,,,,,,,,,,,,,,,
handmade-cowhide-wallet,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1544/3585/products/product-image-93367880.jpg?v=1476399186,,,,,,,,,,,,,,,,,,,,
handmade-cowhide-wallet,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1544/3585/products/product-image-28340619.jpg?v=1476399186,,,,,,,,,,,,,,,,,,,,
rogue-hill-autumn-jacket,Rogue Hill Autumn Jacket,"<p>We built our RogueHill Jacket to withstand the brutal Wisconsin winters that we grew up with in the Midwestern United States. This jacket is no exeception to our experiences, and we decided to start from scratch: first, we lined the shell with a nylon-down padding that blocks wind and keeps your core warm. On the outside, we incorporate a signature wind-proof stocking to protect against wind-chill, so you'll never be caught off guard again by what the weatherman really meant when he said ""real feel.""</p>",allenlake,"",mjacket,true,Color,black,Size,M,,,5833-black-m,0,shopify,903,deny,manual,160.00,,true,false,,https://cdn.shopify.com/s/files/1/1544/3585/products/product-image-93367814.jpg?v=1476647667,,false,,,,,,,,,,,,,,,,,lb,
rogue-hill-autumn-jacket,,,,,,,,black,,L,,,5833-black-l,0,shopify,913,deny,manual,160.00,,true,false,,https://cdn.shopify.com/s/files/1/1544/3585/products/product-image-93367815.jpg?v=1476647667,,,,,,,,,,,,,,,,,,,lb,
rogue-hill-autumn-jacket,,,,,,,,black,,XL,,,5833-black-xl,0,shopify,891,deny,manual,160.00,,true,false,,https://cdn.shopify.com/s/files/1/1544/3585/products/product-image-60005131.jpg?v=1476647667,,,,,,,,,,,,,,,,,,,lb,
rogue-hill-autumn-jacket,,,,,,,,black,,XXL,,,5833-black-xxl,0,shopify,899,deny,manual,160.00,,true,false,,https://cdn.shopify.com/s/files/1/1544/3585/products/product-image-93367817.jpg?v=1476647667,,,,,,,,,,,,,,,,,,,lb,
rogue-hill-autumn-jacket,,,,,,,,black,,XXXL,,,5833-black-xxxl,0,shopify,923,deny,manual,160.00,,true,false,,https://cdn.shopify.com/s/files/1/1544/3585/products/product-image-93367816.jpg?v=1476647667,,,,,,,,,,,,,,,,,,,lb,
rogue-hill-autumn-jacket,,,,,,,,sky blue,,M,,,5833-sky-blue-m,0,shopify,974,deny,manual,160.00,,true,false,,,,,,,,,,,,,,,,,,,,,lb,
rogue-hill-autumn-jacket,,,,,,,,sky blue,,L,,,5833-sky-blue-l,0,shopify,972,deny,manual,160.00,,true,false,,,,,,,,,,,,,,,,,,,,,lb,
rogue-hill-autumn-jacket,,,,,,,,sky blue,,XL,,,5833-sky-blue-xl,0,shopify,975,deny,manual,160.00,,true,false,,,,,,,,,,,,,,,,,,,,,lb,
rogue-hill-autumn-jacket,,,,,,,,sky blue,,XXL,,,5833-sky-blue-xxl,0,shopify,974,deny,manual,160.00,,true,false,,,,,,,,,,,,,,,,,,,,,lb,
rogue-hill-autumn-jacket,,,,,,,,sky blue,,XXXL,,,5833-sky-blue-xxxl,0,shopify,981,deny,manual,160.00,,true,false,,,,,,,,,,,,,,,,,,,,,lb,
rogue-hill-autumn-jacket,,,,,,,,khaki,,M,,,5833-khaki-m,0,shopify,910,deny,manual,160.00,,true,false,,,,,,,,,,,,,,,,,,,,,lb,
rogue-hill-autumn-jacket,,,,,,,,khaki,,L,,,5833-khaki-l,0,shopify,907,deny,manual,160.00,,true,false,,,,,,,,,,,,,,,,,,,,,lb,
rogue-hill-autumn-jacket,,,,,,,,khaki,,XL,,,5833-khaki-xl,0,shopify,914,deny,manual,160.00,,true,false,,,,,,,,,,,,,,,,,,,,,lb,
rogue-hill-autumn-jacket,,,,,,,,khaki,,XXL,,,5833-khaki-xxl,0,shopify,908,deny,manual,160.00,,true,false,,,,,,,,,,,,,,,,,,,,,lb,
rogue-hill-autumn-jacket,,,,,,,,khaki,,XXXL,,,5833-khaki-xxxl,0,shopify,937,deny,manual,160.00,,true,false,,,,,,,,,,,,,,,,,,,,,lb,
rogue-hill-autumn-jacket,,,,,,,,green,,M,,,5833-green-m,0,shopify,960,deny,manual,160.00,,true,false,,,,,,,,,,,,,,,,,,,,,lb,
rogue-hill-autumn-jacket,,,,,,,,green,,L,,,5833-green-l,0,shopify,970,deny,manual,160.00,,true,false,,,,,,,,,,,,,,,,,,,,,lb,
rogue-hill-autumn-jacket,,,,,,,,green,,XL,,,5833-green-xl,0,shopify,976,deny,manual,160.00,,true,false,,,,,,,,,,,,,,,,,,,,,lb,
rogue-hill-autumn-jacket,,,,,,,,green,,XXL,,,5833-green-xxl,0,shopify,960,deny,manual,160.00,,true,false,,,,,,,,,,,,,,,,,,,,,lb,
rogue-hill-autumn-jacket,,,,,,,,green,,XXXL,,,5833-green-xxxl,0,shopify,949,deny,manual,160.00,,true,false,,,,,,,,,,,,,,,,,,,,,lb,
rogue-hill-autumn-jacket,,,,,,,,navy blue,,M,,,5833-navy-blue-m,0,shopify,776,deny,manual,160.00,,true,false,,,,,,,,,,,,,,,,,,,,,lb,
rogue-hill-autumn-jacket,,,,,,,,navy blue,,L,,,5833-navy-blue-l,0,shopify,731,deny,manual,160.00,,true,false,,,,,,,,,,,,,,,,,,,,,lb,
rogue-hill-autumn-jacket,,,,,,,,navy blue,,XL,,,5833-navy-blue-xl,0,shopify,700,deny,manual,160.00,,true,false,,,,,,,,,,,,,,,,,,,,,lb,
rogue-hill-autumn-jacket,,,,,,,,navy blue,,XXL,,,5833-navy-blue-xxl,0,shopify,664,deny,manual,160.00,,true,false,,,,,,,,,,,,,,,,,,,,,lb,
rogue-hill-autumn-jacket,,,,,,,,navy blue,,XXXL,,,5833-navy-blue-xxxl,0,shopify,763,deny,manual,160.00,,true,false,,,,,,,,,,,,,,,,,,,,,lb,
